t;x;vx;ax;frame;px;K;
4,469;0,168;-7,060E-2;0,576;408;-7,060E-2;2,505E-3
4,486;0,166;-6,003E-2;4,114E-2;409;-6,003E-2;1,814E-3
4,502;0,166;-5,763E-2;0,000;410;-5,763E-2;1,661E-3
4,519;0,164;-7,060E-2;0,329;411;-7,060E-2;2,495E-3
4,536;0,163;-4,791E-2;-0,821;412;-4,791E-2;1,160E-3
4,552;0,163;-8,573E-2;-1,902;413;-8,573E-2;3,726E-3
4,569;0,160;-0,131;;414;-0,131;8,675E-3
4,586;0,158;;;415;;
4,603;;;;;;
4,619;0,158;;;417;;
4,636;0,156;-0,106;;418;-0,106;5,722E-3
4,653;0,155;-6,556E-2;1,988;419;-6,556E-2;2,177E-3
4,669;0,154;-3,782E-2;0,389;420;-3,782E-2;7,152E-4
4,686;0,153;-5,043E-2;-0,692;421;-5,043E-2;1,275E-3
4,703;0,152;-6,808E-2;-0,735;422;-6,808E-2;2,346E-3
4,719;0,151;-7,060E-2;0,519;423;-7,060E-2;2,505E-3
4,736;0,150;-5,547E-2;0,951;424;-5,547E-2;1,539E-3
4,753;0,149;-3,278E-2;0,562;425;-3,278E-2;5,372E-4
4,769;0,149;-3,782E-2;-0,648;426;-3,782E-2;7,152E-4
4,786;0,148;-5,547E-2;-0,605;427;-5,547E-2;1,551E-3
4,803;0,147;-6,051E-2;8,645E-2;428;-6,051E-2;1,860E-3
4,819;0,146;-5,043E-2;0,778;429;-5,043E-2;1,300E-3
4,836;0,145;-3,530E-2;0,605;430;-3,530E-2;6,358E-4
4,853;0,145;-2,774E-2;-0,130;431;-2,774E-2;3,974E-4
4,869;0,144;-4,034E-2;-0,173;432;-4,034E-2;8,265E-4
4,886;0,143;-3,782E-2;0,475;433;-3,782E-2;7,152E-4
4,903;0,143;-2,017E-2;0,519;434;-2,017E-2;2,034E-4
4,919;0,143;-2,017E-2;-1,470;435;-2,017E-2;2,162E-4
4,936;0,142;-6,556E-2;-1,124;436;-6,556E-2;2,162E-3
4,953;0,141;-7,312E-2;0,735;437;-7,312E-2;2,673E-3
4,969;0,140;-2,774E-2;1,945;438;-2,774E-2;3,846E-4
4,986;0,140;-1,009E-2;0,778;439;-1,009E-2;5,086E-5
5,003;0,140;-2,521E-3;0,303;440;-2,521E-3;3,179E-6
5,019;0,140;0,000;8,645E-2;441;0,000;0,000
5,036;0,140;0,000;0,000;442;0,000;0,000
5,053;0,140;0,000;8,645E-2;443;0,000;0,000
5,069;0,140;2,521E-3;0,130;444;2,521E-3;3,179E-6
5,086;0,140;5,043E-3;0,173;445;5,043E-3;1,272E-5
5,103;0,140;7,564E-3;0,562;446;7,564E-3;2,861E-5
5,119;0,140;2,269E-2;0,648;447;2,269E-2;2,575E-4
5,136;0,140;3,278E-2;0,475;448;3,278E-2;5,372E-4
5,153;0,141;3,530E-2;0,173;449;3,530E-2;6,230E-4
5,170;0,142;4,034E-2;-8,645E-2;450;4,034E-2;8,265E-4
5,186;0,142;3,278E-2;-0,475;451;3,278E-2;5,881E-4
5,203;0,143;2,269E-2;-0,562;452;2,269E-2;2,861E-4
5,220;0,143;1,513E-2;-0,519;453;1,513E-2;1,176E-4
5,236;0,143;5,043E-3;0,346;454;5,043E-3;1,272E-5
5,253;0,143;2,269E-2;0,562;455;2,269E-2;2,607E-4
5,270;0,144;3,278E-2;1,167;456;3,278E-2;5,499E-4
5,286;0,144;5,043E-2;0,864;457;5,043E-2;1,300E-3
5,303;0,146;7,312E-2;0,389;458;7,312E-2;2,686E-3
5,320;0,147;5,799E-2;-1,254;459;5,799E-2;1,682E-3
5,336;0,148;3,278E-2;-0,994;460;3,278E-2;5,372E-4
5,353;0,148;2,017E-2;-0,346;461;2,017E-2;2,066E-4
5,370;0,148;2,521E-2;-0,432;462;2,521E-2;3,465E-4
5,386;0,149;7,564E-3;-0,562;463;7,564E-3;4,132E-5
5,403;0,149;0,000;0,778;464;0,000;0,000
5,420;0,149;3,530E-2;1,470;465;3,530E-2;6,262E-4
5,436;0,150;5,547E-2;0,173;466;5,547E-2;1,551E-3
5,453;0,151;3,782E-2;-0,994;467;3,782E-2;7,279E-4
5,470;0,151;2,017E-2;-0,432;468;2,017E-2;2,066E-4
5,486;0,151;2,269E-2;0,216;469;2,269E-2;2,575E-4
5,503;0,152;3,026E-2;1,037;470;3,026E-2;4,577E-4
5,520;0,152;5,295E-2;0,475;471;5,295E-2;1,402E-3
5,536;0,153;5,547E-2;-0,173;472;5,547E-2;1,542E-3
5,553;0,154;3,782E-2;-0,303;473;3,782E-2;7,184E-4
5,570;0,155;4,791E-2;4,322E-2;474;4,791E-2;1,151E-3
5,586;0,156;4,286E-2;0,389;475;4,286E-2;9,219E-4
5,603;0,156;5,295E-2;0,130;476;5,295E-2;1,415E-3
5,620;0,157;5,799E-2;-0,216;477;5,799E-2;1,694E-3
